cod_pais,pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado,region
br,Brasil,0.00,0.00,8.00,4.00,1.00,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,Sudamérica
br,Brasil,0.00,33.33,33.00,40.00,1.00,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).",No hay ejemplos en el currículo de este país.,"Articulação dos enunciados estabelecendo a progressão temática, em função das características das seqüências predominantes (narrativa, descritiva, expositiva, argumentativa e conversacional) e de suas especificidades no interior do gênero (7° grado).",Sudamérica
br,Brasil,50.00,13.33,18.00,15.00,1.00,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",Emprego dos dados obtidos por meio da leitura para confirmação ou retificação das suposições de sentido feitas anteriormente (4° grado).,"Emprego de estratégias não-lineares durante o processamento de leitura: formular hipóteses a respeito do conteúdo do texto, antes ou durante a leitura; validar ou reformular as hipóteses levantadas a partir das novas informações obtidas durante o processo da leitura; avançar ou retroceder durante a leitura em busca de informações esclarecedoras; construir sínteses parciais de partes do texto para poder prosseguir na leitura; inferir o sentido de palavras a partir do contexto; consultar outras fontes em busca de informações complementares (dicionários, enciclopédias, outro leitor) (7° grado).",Sudamérica
br,Brasil,16.67,26.67,11.00,22.00,1.00,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Análise dos sentidos atribuídos a um texto nas diferentes leituras individuais e discussão dos elementos do texto que validem ou não essas diferentes atribuições de sentido (4° grado).,"Levantamento e análise de indicadores lingüísticos e extralingüísticos presentes no texto para identificar as varias vozes do discurso e o ponto de vista que determina o tratamento dado ao conteúdo, com a finalidade de: confrontá-lo com o de outros textos; confrontá-lo com outras opiniões; posicionar-se criticamente diante dele (7° grado)",Sudamérica
br,Brasil,12.50,13.80,11.00,12.00,1.00,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.","Leitura e interpretação de dados apresentados de maneira organizada (por meio de listas, tabelas, diagramas e gráficos) e construção dessas representações.","Coleta, organização de dados e utilização de recursos visuais adequados (fluxogramas, tabelas e gráficos) para sintetizá-los, comunicá-los e permitir a elaboração de conclusões.",Sudamérica
br,Brasil,29.70,27.60,20.00,25.00,1.00,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Reconhecimento de semelhanças e diferenças entre corpos redondos, como a esfera, o cone, o cilindro e outros.",Composição e decomposição de figuras planas.,Sudamérica
br,Brasil,18.80,12.10,19.00,16.00,1.00,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.",Comparação de medidas de uma mesma grandeza.,"Reconhecimento de grandezas como comprimento, massa, capacidade, superfície, volume, ângulo, tempo, temperatura, velocidade e identificação de unidades adequadas (padronizadas ou não) para medi-las, fazendo uso de terminologia própria.",Sudamérica
br,Brasil,39.10,41.40,45.00,42.00,1.00,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Compreensão e utilização das regras do sistema de numeração decimal, para leitura, escrita, comparação e ordenação de números naturais de qualquer ordem de grandeza. (3° grado)","Regras e símbolos que o caracterizam e extensão das regras desse sistema para leitura, escrita e representação dos números racionais na forma decimal.",Sudamérica
br,Brasil,0.00,5.20,5.00,4.00,1.00,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,,Sudamérica
cl,Chile,,0.00,,16.00,1.00,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,No hay ejemplos en el currículo de este país.,Sudamérica
cl,Chile,,22.20,,17.00,1.00,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,"Investigar y comunicar los efectos nocivos de algunas drogas para la salud, proponiendo conductas de protección.",Sudamérica
cl,Chile,,16.70,,14.00,1.00,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,Analizar los efectos de la actividad humana sobre las redes alimentarias.,Sudamérica
cl,Chile,,27.80,,12.00,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,,Sudamérica
cl,Chile,,16.70,,11.00,1.00,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,,Sudamérica
cl,Chile,,16.70,,18.00,1.00,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,"Describir las características de las capas de la Tierra (atmósfera, litósfera e hidrósfera) que posibilitan el desarrollo de la vida y proveen recursos para el ser humano, y proponer medidas de protección de dichas capas.",Sudamérica
cl,Chile,,0.00,,12.00,1.00,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,No hay ejemplos en el currículo de este país.,Sudamérica
cl,Chile,27.27,16.67,14.00,13.00,1.00,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Escribir creativamente narraciones (experiencias personales, relatos de hechos, cuentos, etc.) que incluyan: › una secuencia lógica de eventos (…) › conectores adecuados (3° grado).","Escribir creativamente narraciones (relatos de experiencias personales, noticias, cuentos, etc.) que: (…) › utilicen conectores adecuados › tengan coherencia en sus oraciones › incluyan descripciones y diálogo (si es pertinente) que desarrollen la trama, los personajes y el ambiente (6° grado).",Sudamérica
cl,Chile,27.27,33.33,27.00,30.00,1.00,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Escribir correctamente para facilitar la comprensión por parte del lector, aplicando lo aprendido en años anteriores y usando de manera apropiada: › mayúsculas al iniciar una oración y al escribir sustantivos propios › punto al finalizar una oración y punto aparte al finalizar un párrafo › plurales de palabras terminadas en z › palabras con ge-gi, je-ji › palabras terminadas en cito-cita › coma en enumeración (3° grado).","Escribir correctamente para facilitar la comprensión por parte del lector, aplicando todas las reglas de ortografía literal, acentual y puntual aprendidas en años anteriores, además de: › escritura de los verbos haber, tener e ir, en los tiempos más utilizados › coma en frases explicativas › coma en presencia de conectores que la requieren › acentuación de pronombres interrogativos y exclamativos (6° grado)",Sudamérica
cl,Chile,09.09,16.67,18.00,22.00,1.00,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, comentarios sobre sus lecturas, etc. (3° grado).","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, blogs, etc. (6° grado).",Sudamérica
