cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado
br,17,27,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Análise dos sentidos atribuídos a um texto nas diferentes leituras <br> individuais e discussão dos elementos do texto que validem ou não essas diferentes atribuições de sentido (4° grado).,"Levantamento e análise de indicadores lingüísticos e extralingüísticos presentes no texto para identificar as varias vozes do discurso e o ponto de vista que determina o tratamento dado ao conteúdo, com a finalidade de: confrontá-lo com o de outros textos; confrontá-lo com outras opiniões; posicionar-se criticamente diante dele (7° grado)"
br,,20,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,"Investigação dos modos de conservação de alimentos cozimento, adição de substâncias, refrigeração e desidratação quanto ao modo de atuação específico, à importância social histórica e local, descrevendo processos industriais e artesanais para este fim."
br,,20,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Compreensão de processos envolvidos na nutrição do organismo estabelecendo relações entre os fenômenos da digestão dos alimentos, a absorção de nutrientes e sua distribuição pela circulação sangüínea para todos os tecidos do organismo."
br,,16,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,Investigação da diversidade dos seres vivos compreendendo cadeias alimentares e características adaptativas dos seres vivos.
br,,0,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
br,,4,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,
br,,12,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Seres vivos e as condições para a vida.
br,,28,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,"Sistema solar – corpos celestes, tamanho relativo e distância da Terra (Lua, Sol, Planetas).  <br> Elementos astronômicos visíveis."
cl,19,15,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.","Realizar encuestas, clasificar y organizar los datos obtenidos en tablas y visualizarlos en gráficos de barra. <br> (3° grado)","Comparar distribuciones de dos grupos, provenientes de muestras aleatorias, usando diagramas de puntos y de tallo y hojas. <br> (6° grado)"
cl,19,31,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.","Describir cubos, paralelepípedos, esferas, conos, cilindros y pirámides de acuerdo con la forma de sus caras y el número de aristas y vértices. <br> (3° grado)",Construir y comparar triángulos de acuerdo a la medida de sus lados y/o sus ángulos con instrumentos geométricos o software geométrico. <br> (6° grado)
cl,19,8,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.","Leer y registrar el tiempo en horas, medias horas, cuartos de hora y minutos en relojes análogos y digitales. <br> (3° grado)","Calcular el volumen de cubos y paralelepípedos, expresando el resultado en cm3, m3 y mm3. <br> (6° grado)"
cl,37,35,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Comparar y ordenar números naturales hasta 1., utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo. <br> (3° grado)",Demostrar que comprenden los factores y los múltiplos determinando los múltiplos y los factores de números naturales menores de 1. <br> (6° grado)
cl,7,12,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.","Resolver ecuaciones de un paso que involucren adiciones y sustracciones y un símbolo geométrico que represente un número desconocido, en forma pictórica y simbólica del al 1. <br> (3° grado)","Resolver ecuaciones de primer grado con una incógnita, utilizando estrategias como usar una balanza y usar la descomposición y la correspondencia 1 a 1 entre los términos en cada lado de la ecuación y aplicando procedimientos formales de resolución. <br> (6° grado)"
cl,27,33,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Escribir correctamente para facilitar la comprensión por parte del lector, aplicando lo aprendido en años anteriores y usando de manera apropiada: <br> › mayúsculas al iniciar una oración y al escribir sustantivos propios <br> › punto al finalizar una oración y punto aparte al finalizar un párrafo <br> › plurales de palabras terminadas en z <br> › palabras con ge-gi, je-ji <br> › palabras terminadas en cito-cita <br> › coma en enumeración (3° grado).","Escribir correctamente para facilitar la comprensión por parte del lector, aplicando todas las reglas de ortografía literal, acentual y puntual aprendidas en años anteriores, además de: <br> › escritura de los verbos haber, tener e ir, en los tiempos más utilizados <br> › coma en frases explicativas <br> › coma en presencia de conectores que la requieren <br> › acentuación de pronombres interrogativos y exclamativos (6° grado)"
cl,36,33,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Escribir, revisar y editar sus textos para satisfacer un propósito y transmitir sus ideas con claridad. Durante este proceso: <br> › organizan las ideas en párrafos separados con punto aparte <br> › utilizan conectores apropiados <br> › utilizan un vocabulario variado <br> › mejoran la redacción del texto a partir de sugerencias de los pares y el docente <br> › corrigen la ortografía y la presentación (3° grado).","Escribir, revisar y editar sus textos para satisfacer un propósito y transmitir sus ideas con claridad. Durante este proceso: <br> › agregan ejemplos, datos y justificaciones para profundizar las ideas <br> › emplean un vocabulario preciso y variado, y un registro adecuado <br> › releen a medida que escriben <br> › aseguran la coherencia y agregan conectores <br> › editan, en forma independiente, aspectos de ortografía y presentación <br> › utilizan las herramientas del procesador de textos para buscar sinónimos, corregir ortografía y gramática, y dar formato (cuando escriben en computador) (6° grado)."
cl,9,17,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, comentarios sobre sus lecturas, etc. (3° grado).","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, blogs, etc. (6° grado)."
